splimage,splshape_text,splimprint,splcolor_text
00093-9107-29_8A21C51E,ROUND,93;107,ORANGE
421920366,CAPSULE,Syntho;113,WHITE
16252-0516-05_D61FEB7F,OVAL,CR;750,WHITE
50419-0409-01_SPLIMAGE30_AC19560A,ROUND,DH,YELLOW
2be4bf9d-9f59-2277-e054-00144ff88e88,ROUND,FC,YELLOW;PINK;ORANGE
43598-0323-30_NLMIMAGE10_38491C78,ROUND,R;407,WHITE
16714-0439-01_NLMIMAGE10_D544EAA7,CAPSULE,E122,BLACK;WHITE
51285012870part2of2,ROUND,b;247,BROWN
00093-2058-01_NLMIMAGE10_EF35F79F,ROUND,B;60,YELLOW
55111-0322-01_37079BFC,OVAL,RDY;322,BLUE
597620800,ROUND,DT,WHITE
605050207,OVAL,APO;20;25,PINK
428650103,CAPSULE,EURAND;20,GREEN;WHITE
59148-0009-13_9D154ECA,ROUND,A;009;15,YELLOW
00069-4200-30_601DB05D,DIAMOND,VGR25;Pfizer,BLUE
00093-4067-01_CE26E757,CAPSULE,TEVA;4067,WHITE
61958-0701-01_4A1DA54D,OVAL,GILEAD;701,BLUE
523430038,ROUND,C;45,YELLOW
00093-5276-01_NLMIMAGE10_F141F88F,ROUND,93;5276,YELLOW
68180-0558-09_BC0E5E62,ROUND,LU;F03,YELLOW
00555906458part1of2,ROUND,b;14,YELLOW
3d19b898-4eb8-503b-e054-00144ff8d46c,OVAL,PC1,RED
00062-0214-60_9515CABE,ROUND,ORTHO;214,WHITE
676180100,OVAL,RPC;052,RED
00093-1077-01_60293059,ROUND,93;1077,ORANGE
510790277,ROUND,MYLAN;182;10,ORANGE
00007-4640-13_ED18F697,ROUND,GS;NX3;25,ORANGE
00555-0098-96_NLMIMAGE10_BD425E82,ROUND,b;98;2,WHITE
00093-5554-01_NLMIMAGE10_CE42E767,CAPSULE,TEVA;5554,WHITE;WHITE
53489-0328-01_NLMIMAGE10_D94AECE7,ROUND,MP;542,WHITE
65862-0064-01_252392CC,ROUND,C;75,BLUE
615700073,OVAL,M73,ORANGE
523430053,ROUND,31;H,WHITE
643760507,ROUND,BP;507,YELLOW
23155-0058-10_NLMIMAGE10_983B4C2A,CAPSULE,I37,BLUE
605052605,OVAL,APO;10,WHITE
00363-0572-31_NLMIMAGE10_9038C876,OVAL,L;2,RED
101350518,ROUND,LCI;1329,YELLOW
643760655,ROUND,BP;655,WHITE
00173-0676-01_7118B8E5,ROUND,GX;CG7,PINK
00172-5311-60_04280270,OVAL,TEVA;5311,WHITE
50419-0409-01_SPLIMAGE30_B219590A,ROUND,DT,WHITE
504740902,OVAL,ucb;902,WHITE
16714-0374-04_NLMIMAGE10_95444AB2,ROUND,L124,WHITE
50458-0300-06_35241A80,OVAL,R1;JANSSEN,WHITE
00555902058part1of2,ROUND,b;992,PINK
00093-2203-01_CE27E77F,ROUND,TEVA;2203,WHITE
637170901,OVAL,IP;146,WHITE
00054-0254-22_NLMIMAGE10_463BA32D,ROUND,54;857,RED
9c4872fd-bfdf-2472-e053-2995a90a361f,ROUND,DR,PINK
00591-0676-01_B205591A,ROUND,DX;41,PINK
00093-3098-29_NLMIMAGE10_D6436B3B,ROUND,TEVA;7389,ORANGE
51285053902,CAPSULE,OP;719,BLUE;ORANGE
51285043165part4of4,ROUND,TV;077,YELLOW
578440151,OVAL,ORAP;1,WHITE
43547-0271-10_NLMIMAGE10_7A3EBD05,ROUND,975;HH,PINK
633040311,ROUND,ACTOS;15,WHITE
00093-4068-01_CC26E637,CAPSULE,TEVA;4068,PINK
00093-7287-89_D22FE95F,OVAL,9;3;7287,ORANGE
422910279,OVAL,FL;20;G,WHITE
64720-0321-10_6108B0B5,OVAL,M;5859,PINK
23155-0135-25_NLMIMAGE10_2E3A1750,ROUND,I63,ORANGE
607930145,CAPSULE,5;mg;SONATA,GREEN;GREEN
551110368,CAPSULE,IP190;500,WHITE
668690404,ROUND,4;KC,WHITE
3c679059-2534-485a-e054-00144ff88e88,ROUND,FC,PINK
65862-0587-01_NLMIMAGE10_33489994,CAPSULE,J;03,BLUE
24658-0213-90_NLMIMAGE10_853342CA,ROUND,RX792,RED
68774-0400-01_NLMIMAGE10_D803EC2F,ROUND,V;4,GREEN
65862-0008-99_NLMIMAGE10_B044D816,ROUND,A;12,WHITE
318,ROUND,A,YELLOW
604290772,ROUND,IG;281,PINK
68462-0130-01_NLMIMAGE10_783CBC35,CAPSULE,G24;100,GREEN;WHITE
23155-0133-01_NLMIMAGE10_614B30F9,ROUND,I61,ORANGE
596300574,ROUND,574,WHITE
51672-4041-01_55062A81,ROUND,TARO;16,WHITE
00172-4286-60_142D8A7C,OVAL,7301,ORANGE
597625210,TRIANGLE,PD;007,YELLOW
23155-0046-10_A415D20E,ROUND,HP;46,WHITE
00093-5741-65_NLMIMAGE10_654732B9,OVAL,50;mg,YELLOW
68180-0313-01_18078C0C,ROUND,V13;LU,BROWN
516724130,ROUND,TARO;LMT;25,WHITE
65162-0761-10_NLMIMAGE10_C441622B,OVAL,761;1;AN,PINK
13668-0218-30_NLMIMAGE10_95494AFA,ROUND,10;18,WHITE
00781-2855-60_A90ED4E6,CAPSULE,GG;614,BROWN
63b50327-c222-b0ba-e053-2991aa0a74dc,ROUND,FC,YELLOW
50111-0393-01_61233089,ROUND,b;1114,WHITE
51285012998part2of2,ROUND,b;247,BROWN
62756-0130-01_A6085322,OVAL,130,WHITE
594170107,CAPSULE,S489;70mg,BLUE;ORANGE
8b8af60a-92d2-2f75-e053-2995a90a7825,CAPSULE,F;82,BLUE
597623328,CAPSULE,G150;mg;3328,BLUE;GREEN
290330002,OVAL,NT6,WHITE
55111-0128-50_26051358,CAPSULE,R;128,WHITE
686820707,OVAL,B;300;mg,WHITE
00378-4250-01_E90574AB,CAPSULE,MYLAN;4250,WHITE
17478-0767-10_NLMIMAGE10_B6415B0A,OVAL,AK2,BROWN
49884-0563-11_NLMIMAGE10_4F3BA7AD,ROUND,Par;563,BROWN
162520601,OVAL,AN70,WHITE
45802-0721-62_NLMIMAGE10_D239692B,ROUND,5029;5;120,WHITE
620370696,CAPSULE,Andrx;696;120;mg,PINK;PINK
00378-1150-01_8B23458A,OVAL,M;B2,WHITE
a3ea1ebb-2601-d8f2-e053-2a95a90a1216,OVAL,AS;400,YELLOW
00173-0778-61_E91974FB,ROUND,LMT;25,WHITE
658620006,CAPSULE,A;0;6,PINK
621750261,ROUND,KU;261,PINK
525440631,ROUND,WATSON;631,GREEN
00555-0967-02_NLMIMAGE10_58302C71,OVAL,b;967,WHITE
00378-3632-01_4B242591,ROUND,M;C32,WHITE
43547-0330-03_NLMIMAGE10_5B44AD85,CAPSULE,325;HH,PINK
68382-0024-01_A12050B2,ROUND,Z;67,WHITE
651620554,ROUND,AN;54,RED
597626721,OVAL,Pfizer;CDT;052,WHITE
00093-0225-06_8D2946DA,ROUND,93;225,RED
43547-0351-10_NLMIMAGE10_30449854,CAPSULE,H;144,WHITE
49884-0113-02_NLMIMAGE10_674933B9,CAPSULE,par;209,WHITE
537460178,CAPSULE,IP;178,WHITE
51285-0081-98_NLMIMAGE10_FF367FE3,ROUND,b;977,YELLOW
459630141,ROUND,141,WHITE
76439-0125-10_NLMIMAGE10_39409CE4,CAPSULE,I;4,WHITE
00456-1510-60_011C8094,OVAL,FL;100,PINK
647640884,ROUND,ASL;80,WHITE
53746-0220-01_NLMIMAGE10_CC44E627,OVAL,IP220;1000,WHITE
68180-0590-02_NLMIMAGE10_6F473799,CAPSULE,LUPIN;RAMIPRIL;5;mg,RED
00555-0953-02_NLMIMAGE10_E341F1CF,ROUND,953;10;b,PINK
604290239,ROUND,ZYNOVA;01,WHITE
605053133,ROUND,APO;QUE;100,YELLOW
605053135,ROUND,APO;QUE;200,WHITE
762820412,ROUND,IG;412,BLUE
83a02505-7395-456b-e053-2991aa0a4528,OVAL,Y102,WHITE
31722-0534-01_NLMIMAGE10_AF3C57B2,OVAL,115;H,WHITE
00093-0832-10_BB155DCA,ROUND,832;TEVA,YELLOW
00228-4241-06_NLMIMAGE10_8849440A,ROUND,241,PINK
00054-0163-29_NLMIMAGE10_D144E897,CAPSULE,54;848,BLUE;BROWN
51672-4036-01_6C05B64D,OVAL,TARO;89,BLUE
597620541,ROUND,GXL;5,WHITE
00074-2586-60_24131228,OVAL,a;KL,YELLOW
68462-0126-05_2807947C,OVAL,G;31,WHITE
57664-0474-58_C516E2A7,OVAL,C;474,WHITE
45802-0498-58_NLMIMAGE10_4C3B2619,ROUND,L498,WHITE
459630341,ROUND,341,WHITE
12496-1283-02_281D940C,HEXAGON (6 SIDED),N2,ORANGE
00093-0734-01_6C2B3609,ROUND,93;734,BLUE
51285012870part1of2,ROUND,b;978,PINK
596300850,CAPSULE,N;500,WHITE
00093-5050-06_992D4C9A,OVAL,4833M;15;850,WHITE
00555-0789-02_NLMIMAGE10_D641EB3F,CAPSULE,M;Amphet;Salts;30;mg,BROWN;ORANGE
00093-2065-06_8B27C5EE,SQUARE,TEVA;7230,WHITE
00832-0304-00_76133B39,ROUND,832;200,BROWN
427940003,ROUND,3,WHITE
76439-0103-50_NLMIMAGE10_793FBC9D,CAPSULE,AA;820,BROWN
60505-2580-09_9B1DCDFE,OVAL,APO;ATV40,WHITE
651970001,CAPSULE,WPC;001;10;mg,RED
643760656,ROUND,BP;656,WHITE
00078-0408-05_4A162571,OVAL,LCE;100,BROWN
64764-0805-30_191C8C94,ROUND,TAK;RAM;8,ORANGE
00078-0354-05_37091BF8,ROUND,Lescol;XL;80,YELLOW
246580304,CAPSULE,B304;80,PINK
63459070160,CAPSULE,30;mg;C;Cephalon,BLUE;RED
647640944,ROUND,AC;40;12;5,RED
155840101,OVAL,123,PINK
65162-0769-10_NLMIMAGE10_AB3CD586,OVAL,769;10;AN,WHITE
16729-0170-17_NLMIMAGE10_9E48CF36,ROUND,20,WHITE
68462-0208-01_7A1B3D59,ROUND,G;208,BROWN
00093-7657-56_NLMIMAGE10_5E382F71,CAPSULE,Z11,ORANGE
68180-0759-01_NLMIMAGE10_3C3E9E74,CAPSULE,LU;E15,GREEN;WHITE
551110684,CAPSULE,8I,WHITE
00093-7466-98_A51DD2AE,OVAL,TEVA;7466,WHITE
00555-0790-02_NLMIMAGE10_D141E8CF,CAPSULE,M;Amphet;Salts;5;mg,BLUE
image2891,CAPSULE,2891;2891,GRAY;BLUE
51285012058part1of3,ROUND,dp;021,WHITE
33342-0057-10_NLMIMAGE10_D740EBA7,OVAL,ML;34,ORANGE
00093-5513-89_NLMIMAGE10_B7365BE2,CAPSULE,93;5513;93;5513,GRAY;GREEN
762820202,ROUND,IG;202,WHITE
00093-5161-01_NLMIMAGE10_6342B1C5,ROUND,5161,WHITE
00185-0704-05_02048114,ROUND,E;704,RED
68462-0209-01_NLMIMAGE10_123C8934,ROUND,G;209,PINK
524270285,CAPSULE,Macrobid;52427285,YELLOW;BLACK
00173-0824-18_DD196EFB,CAPSULE,GS;F1Y;325,WHITE;RED
54505-0331-05_NLMIMAGE10_093B84CC,ROUND,CP;331,WHITE
498840664,OVAL,ACD,PINK
4c6cdbc6-43c2-34a7-e054-00144ff8d46c,ROUND,DR,PINK
00781-5235-92_NLMIMAGE10_8D45C69E,OVAL,HLP;80,BROWN
686820370,CAPSULE,300,WHITE;PURPLE
107020017,ROUND,Chlorphen;12,ORANGE
47781-0103-07_NLMIMAGE10_4C40A615,CAPSULE,ID;150,YELLOW
669930049,ROUND,7654,WHITE
627560299,CAPSULE,299,BLUE;BLUE
625590159,OVAL,1225,YELLOW
131070154,CAPSULE,C55,YELLOW
25010-0205-15_E61FF35F,OVAL,ATON;205;EDECRIN,WHITE
53746-0515-01_NLMIMAGE10_3B431DC8,ROUND,AN;515,BROWN
534890500,ROUND,MP;160,YELLOW
105420010,ROUND,H,PINK
498840065,ROUND,K;400,WHITE
51991-0818-01_NLMIMAGE10_B5415ADA,CAPSULE,80;RD203,ORANGE;WHITE
658620177,CAPSULE,E99,PURPLE;TURQUOISE
50419-0402-01_SPLIMAGE30_B8195C0A,ROUND,DO,YELLOW
65862-0081-05_NLMIMAGE10_E83EF427,CAPSULE,A;47,PINK
654830991,ROUND,ZYLOPRIM;100,WHITE
00781-1962-60_RXNAVIMAGE10_00050068,OVAL,GG;C9,WHITE
317220274,CAPSULE,IG274;10mg,BLUE
55b481a7-69c2-288b-e054-00144ff88e88,ROUND,DR,PINK
525440276,ROUND,PD;915,WHITE
433530647,ROUND,M;D10,PINK
51285012570part1of2,ROUND,b;977,YELLOW
42769-1222-00_C607E33F,OVAL,1222,WHITE
00591-3611-30_NLMIMAGE10_2F3D979C,OVAL,WATSON;3611,PINK
555662100,OVAL,XP650,WHITE
516724022,ROUND,T52,WHITE
683820046,ROUND,ZC19,PINK
428060501,CAPSULE,E501,BLUE;WHITE
00093-3010-84_F72CFBF7,ROUND,A08,YELLOW
00378-0503-01_C923E4BF,ROUND,M;503,BLUE
23155-0057-01_7D15BEBD,CAPSULE,I36,PINK
00093-5112-98_4E2D2719,CAPSULE,BVF;120;BVF;120,GREEN
3323200b-eca7-25c7-e054-00144ff88e88,ROUND,AP;040,WHITE
16729-0005-17_5A12AD75,OVAL,S5,RED
55111-0123-05_NLMIMAGE10_CA3DE53F,CAPSULE,RDY;123,WHITE
3ce04acf-07ef-4918-e054-00144ff88e88,ROUND,FC,YELLOW;PINK;ORANGE
555665060,OVAL,0;1,WHITE
00378-0214-01_7A07BD5D,ROUND,MYLAN;214,ORANGE
00173-0644-60_B218D956,HEXAGON (6 SIDED),LAMICTAL;200,BLUE
683820763,OVAL,KJ,YELLOW
521520345,ROUND,E;736,BLUE
00603-5165-32_2F1B97BC,ROUND,5011;V,WHITE
628560583,OVAL,263,PINK
00007-3373-13_AC13566A,CAPSULE,GSK;COREG;CR;80;mg,WHITE
62037-0598-05_1B158DCC,CAPSULE,Andrx;598;180;mg,YELLOW;ORANGE
60505-2675-03_NLMIMAGE10_214910A8,ROUND,ARI;15;APO,YELLOW
83a0206a-9511-1824-e053-2a91aa0a0a05,ROUND,Y101,WHITE
50419-0116-06_SPLIMAGE30_5C192E19,OVAL,BHCP;160;mg,WHITE
523430051,CAPSULE,F;82,BLUE
605052578,OVAL,APO;A10,WHITE
00781-2076-01_NLMIMAGE10_143E8A04,CAPSULE,TML;04,GREEN;YELLOW
651620188,ROUND,IP188;250,WHITE
673860310,ROUND,LU;5,WHITE
534890552,ROUND,MP;512,WHITE
68462-0404-67_NLMIMAGE10_CC39E66F,ROUND,404;G,PINK
55111-0280-50_NLMIMAGE10_483E2461,CAPSULE,RDY;280,ORANGE
597620220,TRIANGLE,G;220,PINK
00069-2180-30_41132099,OVAL,Pfizer;CDT;102,BLUE
65862-0044-01_8C23C65E,ROUND,A;28,YELLOW
50111091501,ROUND,PA;915,WHITE
10542-0012-10_NLMIMAGE10_A70553AA,ROUND,H,YELLOW
00591-0698-01_E70773DB,OVAL,WATSON;698;200,WHITE
51672-4046-01_0005807C,OVAL,T;3,PINK
00173-0635-35_1E198F0C,ROUND,GX;EG3;L,BROWN
523430047,OVAL,A34,WHITE
00603-4593-21_7E12BF45,OVAL,42;16;V;4,WHITE
00093-2046-56_EE29773B,ROUND,ACTOS;45,WHITE
658620192,CAPSULE,E;88,GREEN
00378-6203-01_NLMIMAGE10_183E8C14,CAPSULE,MYLAN;6203,RED
55111-0493-30_NLMIMAGE10_7A493D79,CAPSULE,RDY;493,PURPLE
53489-0511-01_50242801,ROUND,MP;114,WHITE
504580220,ROUND,JANSSEN;NIZORAL,WHITE
677670202,CAPSULE,202,WHITE;BLUE
00555-0059-02_A62DD30E,CAPSULE,barr;059,PINK
00591-3249-30_321D994C,CAPSULE,WPI;3249,BLUE
605050084,OVAL,APO;084,WHITE
00555-9012-58_NLMIMAGE10_762FBB3D,ROUND,b;951,YELLOW
00006-0575-61_19160CE0,OVAL,575,PINK
494830223,CAPSULE,TCL;1223,GREEN;YELLOW
647640046,CAPSULE,TAP;PREVACID;30,PINK;BLACK
16729-0078-01_NLMIMAGE10_B948DC86,OVAL,L100,ORANGE
658620169,ROUND,D;22,WHITE
9c200505-a021-5549-e053-2a95a90a8f29,ROUND,FC,GREEN
32fa81e1-c837-2a24-e054-00144ff8d46c,CAPSULE,AP;20,PINK
317220525,ROUND,H;37,BLUE
9c334fbd-0c1d-eac0-e053-2995a90a9283,ROUND,FC,GREEN
49884-0210-02_NLMIMAGE10_6B4935C9,CAPSULE,par;210,ORANGE
62756-0146-86_C10EE087,CAPSULE,146;146,ORANGE
16714-0042-11_NLMIMAGE10_3F441F90,ROUND,N021,ORANGE
00832-1081-00_D323698B,OVAL,832;BM1,WHITE
246580300,OVAL,B300;5,WHITE
51672-4011-05_F804FC47,CAPSULE,CLOM25,BLUE
68180-0467-01_3A089D34,OVAL,LU;G01,GREEN
655800644,ROUND,644;5,BLUE
51285055402,CAPSULE,OP;720,BLUE;WHITE
605050253,ROUND,APO;CL;75,PINK
51991-0293-01_B4085A72,OVAL,B293,BROWN
605050184,OVAL,APO;2;5,WHITE
524270287,CAPSULE,MACRODANTIN;50mg;52427;287,WHITE
8540c582-ef0d-9bbb-e053-2991aa0a47bc,ROUND,RD,RED
00603-5771-21_38231C78,OVAL,5877;V,BLUE
504580645,CAPSULE,TOP;25mg,WHITE
00555-0323-02_E72B73EB,CAPSULE,barr;323;25,YELLOW;PINK
597460247,ROUND,J;247,WHITE
2356c567-01de-0827-e054-00144ff88e88,CAPSULE,150;GG;338,BLUE
681800482,ROUND,LL;C01,BROWN
605052584,CAPSULE,APO;RI;25,YELLOW
504580594,OVAL,R3;PATR,YELLOW
40_mg_Tablet,ROUND,LL;C04,RED
51285-0406-02_E91FF4AF,OVAL,E;1,WHITE
504580647,CAPSULE,TOP;15mg,WHITE
00093-7613-56_NLMIMAGE10_2A43953C,OVAL,TV;7613,GREEN
60505-0094-00_2F0597EC,CAPSULE,APO;094,WHITE
00093-0051-01_3E281F50,OVAL,TV;51,WHITE
53489-0647-01_2815945C,ROUND,MP;573,WHITE
67877-0169-30_NLMIMAGE10_4B4A2591,OVAL,4;NO,WHITE
317220272,CAPSULE,IG272;2;5mg,ORANGE
667580110,ROUND,KC;8,BLUE
317220281,ROUND,IG;281,PINK
00781-5915-01_NLMIMAGE10_D039680B,ROUND,SZ;203,BROWN
00555904758part4of4,ROUND,dp;519,GREEN
43598-0316-30_NLMIMAGE10_F63FFB6F,OVAL,R;412,WHITE
00115-5522-10_NLMIMAGE10_DD406E83,OVAL,G;352,WHITE
49884-0403-91_3E1C9F54,ROUND,P;403,WHITE
53746-0112-05_B915DCBE,OVAL,IP;112,WHITE
00555906667part3of3,ROUND,b;343;,PINK
644550797,CAPSULE,cardizem;CD;240;mg,BLUE
00591-0444-01_7807BC0D,ROUND,WATSON;444,PINK
4c6d394c-e37a-60a5-e054-00144ff88e88,RECTANGLE,B,PINK
435470279,CAPSULE,HH;331,WHITE
4a64ba26-2ba8-4cad-e054-00144ff8d46c,ROUND,FC,GREEN
00093-1136-56_NLMIMAGE10_6E383751,CAPSULE,TEVA;1136,GREEN;YELLOW
619581003,OVAL,GSI500,ORANGE
00093-7437-01_80304022,CAPSULE,93;7437;93;7437,PINK
10144-0606-15_FA1DFD0F,CAPSULE,6;MG,BLUE;BLUE
4b4973a7-3045-24c7-e054-00144ff8d46c,OVAL,SG;136,WHITE
00555-9012-58_NLMIMAGE10_7A2FBD4D,ROUND,b;942,BLUE
655970111,ROUND,C74,ORANGE
00378-1125-01_7E203F41,OVAL,M;125,YELLOW
684620104,TRAPEZOID,200,PINK
66993-0475-02_NLMIMAGE10_814540BA,OVAL,SCI;503,ORANGE
68462-0474-01_NLMIMAGE10_5047A81D,OVAL,U11;Breakline,WHITE
516724052,OVAL,T500,GREEN
643760508,CAPSULE,BP;508,YELLOW
68462-0563-01_NLMIMAGE10_BF39DFDE,ROUND,GX;CG7,PINK
103700268,CAPSULE,TR,YELLOW;BROWN
65862-0082-05_NLMIMAGE10_00468004,CAPSULE,A;48,YELLOW
428060039,ROUND,E39,WHITE
512850942,ROUND,G00,WHITE
00527-1393-30_BB0EDDB6,CAPSULE,LANNETT;1393,RED
00456-0457-01_D51D6AFB,ROUND,A;TC,BROWN
00093-2061-98_552B2A99,OVAL,FI,YELLOW
763880713,ROUND,GX;EF3;M,WHITE
51248-0150-01_5E1DAF0D,ROUND,150,YELLOW
658620288,ROUND,D;5;9,WHITE
00093-7241-06_8B2945BA,ROUND,93;7241,ORANGE
49702-0206-13_67193389,OVAL,GS;FC2,ORANGE
510790891,ROUND,E;128,GREEN
00185-0149-01_7608BB65,ROUND,E;149,GRAY;BLUE
498840084,PENTAGON (5 SIDED),par;084,YELLOW
00172-5413-46_5E2DAF0D,OVAL,5413;200,PINK
621750106,ROUND,10;KU;106,WHITE
00074-4341-13_50162871,ROUND,SYNTHROID;25,ORANGE
498840869,CAPSULE,PAR;869,ORANGE
57664-0397-51_CB08E5C7,ROUND,397,WHITE
605052551,OVAL,GAB;600;APO,WHITE
615700079,CAPSULE,Tigan;M079,PURPLE
435470251,CAPSULE,S251;S,GREEN
00143-1257-01_FD22FEA7,ROUND,Westward;257,ORANGE
55111-0263-81_NLMIMAGE10_EC3BF60F,CAPSULE,R263,YELLOW
540920391,CAPSULE,ADDERALL;XR;30;mg,BROWN;ORANGE
422910176,OVAL,Par;725;7;5,WHITE
00555-0767-02_NLMIMAGE10_814240B2,ROUND,2;0;dp,ORANGE
55111-0259-60_NLMIMAGE10_813CC0E6,CAPSULE,RDY;259,BLUE
519910188,OVAL,TL;001,WHITE
51285-0409-02_NLMIMAGE10_093584AC,OVAL,E;5,TURQUOISE
68682-0409-10_NLMIMAGE10_6D39B6CD,CAPSULE,OPI;409,GREEN
647640171,CAPSULE,TAP;30,BLUE;GRAY
607930117,ROUND,KPI;117,WHITE
101350532,ROUND,LCI;1330,WHITE
00093-5275-01_NLMIMAGE10_E841F43F,ROUND,93;5275,BLUE
00093-6451-56_NLMIMAGE10_54402A41,CAPSULE,6451;40;mg,TURQUOISE
55111-0207-81_D616EB47,CAPSULE,R;207,WHITE
a3ea1245-78c0-a6e0-e053-2a95a90af42e,ROUND,AS;200,YELLOW
00004-0800-85_491E24C1,CAPSULE,ROCHE;75;mg,GRAY;YELLOW
604290152,ROUND,R;538,BLUE
60505-2676-03_NLMIMAGE10_1C490E68,ROUND,ARI;20;APO,WHITE
510790122,ROUND,93;851,WHITE
519910560,ROUND,BCM;50,WHITE
60505-3638-03_NLMIMAGE10_A83F543A,OVAL,APO;TRA650,WHITE
549d9cc4-13de-57ad-e054-00144ff8d46c,ROUND,XL3;FORTE,YELLOW
678570701,CAPSULE,RP;700;Sectral;400,BROWN;ORANGE
76439-0141-11_NLMIMAGE10_8440C236,ROUND,12,WHITE
00093-7293-53_871C43D2,OVAL,TEVA;7293,WHITE
16110-0075-01_NLMIMAGE10_D21FE93F,CAPSULE,MONODOX;75;M;075,BROWN;WHITE
76439-0140-90_NLMIMAGE10_B340D9D6,ROUND,11,WHITE
633040692,CAPSULE,RX692,BLUE;GREEN
658620286,ROUND,D;5;7,WHITE
50111-0563-01_6B243581,ROUND,PLIVA;563,YELLOW
63304-0693-01_F7267BB3,CAPSULE,RX693,BLUE;BLUE
597621815,CAPSULE,A;59,PINK
617480045,ROUND,VP;045,WHITE
605052607,OVAL,APO;625,WHITE
604290112,ROUND,SG;106,WHITE
00093-7436-01_8D3046B2,CAPSULE,93;7436;93;7436,ORANGE
13668-0118-90_NLMIMAGE10_7640BB75,OVAL,1118,YELLOW
605050114,CAPSULE,APO;114,WHITE;ORANGE
51672-4018-01_7205B94D,OVAL,T88,PINK
57844069298,OVAL,93;7331,WHITE
00591-0605-01_40092049,ROUND,WATSON;605,BROWN
00228-2853-11_NLMIMAGE10_273E13B0,ROUND,853,YELLOW
644550730,ROUND,WELLBUTRIN;XL;150,WHITE
605052528,CAPSULE,APO;ZIP;20,PURPLE;WHITE
605050171,OVAL,APO;TR;50,WHITE
55111-0342-30_2F0517A8,ROUND,RDY;342,BROWN
537460194,OVAL,IP;194,BLUE
76439-0101-50_NLMIMAGE10_6939B48D,CAPSULE,801,WHITE
16729-0140-16_NLMIMAGE10_B13B58EA,ROUND,10,WHITE
29300-0139-05_NLMIMAGE10_AB39D58E,OVAL,UL;250,PINK
530140850,ROUND,ZAROXOLYN;5,BLUE
57844-0009-01_NLMIMAGE10_95354ABA,OVAL,ADIPEX;P;9;9,BLUE;WHITE
596300205,ROUND,HORIZON;205,WHITE
13107-0031-34_821B411A,CAPSULE,0;8;A,YELLOW
31722-0209-30_670EB385,ROUND,209;IG,WHITE
00131-2477-35_BA1DDD5E,OVAL,SP;50,PINK
00172-5410-46_502DA81D,OVAL,5410;50,PINK
2835db18-ff7d-542e-e054-00144ff8d46c,OVAL,AP;133,BLUE
643760643,OVAL,BP;643;10,WHITE
00781-5310-06_NLMIMAGE10_243F925C,ROUND,SZ;Z1,PINK
Jornay_SPLImage_20mg_v02,CAPSULE,IRONSHORE;20mg,GREEN;YELLOW
00228-2540-10_F203F92F,ROUND,R;540,BLUE
65862-0053-30_C621630B,ROUND,A;03,PINK
16714-0271-03_NLMIMAGE10_7E44BF55,CAPSULE,S;521,WHITE
51293-0612-01_NLMIMAGE10_6A3EB525,ROUND,612,BROWN
595280317,OVAL,NP,WHITE
00527-1535-01_NLMIMAGE10_20471008,ROUND,LCI;1535,YELLOW
51285-0091-58_8F2DC79E,ROUND,405;N,PINK
00527-1311-01_2D2696B4,ROUND,LCI;1311,WHITE
605050092,ROUND,KET;200;APO,WHITE
428650306,CAPSULE,APTALIS;10,YELLOW;WHITE
00093-4237-01_A323D19E,ROUND,80;Z;4237,WHITE
55111-0341-01_NLMIMAGE10_C238E107,CAPSULE,RDY;341,GRAY
637390265,CAPSULE,WW;3189,GRAY;YELLOW
00093-1023-01_NLMIMAGE10_EB35F58F,ROUND,B;90,YELLOW
00093-0738-56_14158A0C,ROUND,TEVA;738,WHITE
00093-7690-56_NLMIMAGE10_8C43C65E,ROUND,TV;J2,YELLOW
246580302,OVAL,B302;20,ORANGE
00093-7292-53_781B3C09,OVAL,TEVA;7292,ORANGE
52544-0691-19_FC157E0B,CAPSULE,180;691,WHITE
491580500,ROUND,T;2,YELLOW
428580801,ROUND,ABG;15,BLUE
51285036601,OVAL,b;927;5,GREEN
651620670,CAPSULE,Amneal;670,PURPLE;ORANGE
605052503,TRIANGLE,LE;20;APO,WHITE
00185-0053-01_9D234E8A,ROUND,E;53,ORANGE
13913-0003-16_8615C30E,OVAL,M1000,WHITE
605052536,OVAL,OXC;600;APO,YELLOW
433530609,OVAL,M;B1,WHITE
00555-0483-02_002B804C,ROUND,555;483;barr,YELLOW
459630342,ROUND,342,BLUE
30db0e67-ea60-58a5-e054-00144ff8d46c,OVAL,AP;067,WHITE
00378-2004-93_D8086C73,ROUND,M;P4,PURPLE
430680112,ROUND,12,WHITE
60505-0146-00_SPLIMAGE30_46292339,CAPSULE,APO;040,PINK;BROWN
00228-2900-11_5507AA9D,ROUND,WPI;845,WHITE
00093-5271-56_EB2D75AB,ROUND,93;5271,WHITE
00555-9012-58_NLMIMAGE10_832FC1CE,ROUND,b;944,WHITE
00093-7299-01_NLMIMAGE10_A33051F2,SQUARE,93;7299,YELLOW
576640242,OVAL,242,WHITE
00603-2214-32_CC03E62F,ROUND,2103;V,BROWN
59762-2004-01_E61DF31F,CAPSULE,G;2004,BLUE;WHITE
68382-0020-01_FB127DA3,ROUND,ZC;66,ORANGE
501110325,ROUND,PLIVA;325,YELLOW
113990005,ROUND,TO;60,WHITE
609510659,OVAL,E659;200,GREEN
686820372,CAPSULE,420,WHITE
231550043,ROUND,HP;43,WHITE
